Movie_Name,Duration,Year,Rating,Rating_count
Chalti Ka Naam Gaadi,2h 53m,1958,7.9,1800
Veergati,2h 46m,1995,5.9,1800
House Arrest,1h 44m,2019,5.5,1800
Collar Bomb,1h 26m,2021,5.1,1800
Aashiq Banaya Aapne: Love Takes Over,1h 55m,2005,4.4,1800
Albert Pinto Ko Gussa Kyun Aata Hai?,1h 40m,2019,5.1,1800
Ab Tumhare Hawale Watan Saathiyo,3h 13m,2004,4.4,1800
Namak Haraam,2h 26m,1973,7.2,1800
200: Halla Ho,1h 55m,2021,7.5,1800
Hum Aapke Dil Mein Rehte Hain,2h 48m,1999,5.5,1800
Ek Rishtaa: The Bond of Love,2h 54m,2001,5.2,1800
Chittagong,1h 45m,2012,7.3,1800
Main Aur Charles,1h 59m,2015,6.1,1800
Chameli Ki Shaadi,2h 16m,1986,7.5,1800
Nishabd,1h 50m,2007,5.4,1800
Ek Ajnabee,2h 22m,2005,5.3,1800
Khushi,2h 41m,2003,4.2,1800
Eeb Allay Ooo!,1h 38m,2019,7.2,1800
Nanu Ki Jaanu,2h 13m,2018,5.4,1800
Dum,2h 46m,2003,5.7,1800
Shimla Mirchi,2h 9m,2020,4.6,1800
The Xpose,1h 53m,2014,3.3,1800
The Burning Train,2h 22m,1980,7,1800
The Flip Side: A Truth That Could Not Reach You,2h 22m,2015,9,1800
Nazar Andaaz,1h 43m,2022,7.2,1800
Judaa Hoke Bhi,2h 1m,2022,5.4,1800
Traffic Signal,2h 10m,2007,6.6,1800
Hacked,1h 58m,2020,4.3,1800
United Six,1h 58m,2011,7.4,1800
Koshish,2h 5m,1972,8.4,1800
"Road, Movie",1h 35m,2009,6.8,1800
Nikamma,2h 32m,2022,2.7,1800
Do Lafzon Ki Kahani,2h 8m,2016,6.5,1800
Kachche Dhaage,2h 24m,1999,6,1800
Aur Pappu Pass Ho Gaya,2h 22m,2007,4.4,1700
"Gandhi, My Father",2h 16m,2007,7.3,1700
Permission,2h 17m,1987,8.3,1700
Poster Boys,2h 8m,2017,5.4,1700
Gumnaam,2h 31m,1965,6.9,1700
Ajji,1h 44m,2017,6.9,1700
Swarg,2h 40m,1990,6.7,1700
Luv Ka the End,1h 46m,2011,4.9,1700
Aap Kaa Surroor: The Moviee - The Real Luv Story,2h 7m,2007,2.4,1700
Bhonsle,2h 8m,2018,6.8,1700
Waqt Hamara Hai,2h 28m,1993,5.9,1700
Sirf Tum,2h 30m,1999,6.2,1700
Kaalia,2h 37m,1981,6.7,1700
Dus Kahaniyaan,1h 50m,2007,5.7,1700
Zameen,2h 34m,2003,5.4,1700
Zubeidaa,2h 33m,2001,6.5,1700
Return of Hanuman,1h 50m,2007,7.5,1700
Roadside Romeo,1h 33m,2008,4.8,1700
Disco Dancer,2h 15m,1982,6.4,1700
Ankur,2h 11m,1974,7.8,1700
Aamdani Atthanni Kharcha Rupaiya,2h 30m,2001,4.8,1700
Writing with Fire,1h 32m,2021,7.3,1700
Lakshmi,1h 55m,2014,7.9,1700
Ahista Ahista,2h 2m,2006,6.9,1700
Aarzoo,2h 55m,1999,5,1700
Saajan Chale Sasural,2h 14m,1996,5.9,1700
American Desi,1h 40m,2001,6.6,1700
Nyay: The Justice,1h 50m,2021,1.1,1700
All Is Well,2h 6m,2015,3.6,1700
Prasthanam,2h 21m,2019,5.8,1700
Ram Singh Charlie,1h 44m,2020,7.9,1700
Phool Aur Kaante,2h 53m,1991,6,1700
Aandhi,2h 13m,1975,7.9,1700
Ghost,2h 10m,2019,3.8,1700
Barot House,1h 29m,2019,7.2,1700
Love,2h 32m,1991,6,1700
Sharmaji Ki Lag Gai,2h 2m,2019,3.6,1600
Woh Lamhe ...,2h 36m,2006,6.5,1600
Fight Club: Members Only,2h 20m,2006,3.5,1600
Budhia Singh: Born to Run,1h 52m,2016,7.5,1600
Dark Wind,1h 35m,2017,7.9,1600
Policegiri,2h 21m,2013,4.2,1600
Creature,2h 14m,2014,3.2,1600
Deewaar: Let's Bring Our Heroes Home,2h 43m,2004,6,1600
Arjun Patiala,1h 47m,2019,4.3,1600
Saudagar,3h 33m,1991,6.7,1600
Chaar Lugaai,2h 7m,2023,8.1,1600
All India Rank,1h 37m,2023,6,1600
Teen Patti,2h 22m,2010,4.1,1600
Talaash: The Hunt Begins...,2h 33m,2003,4.3,1600
Aakhree Raasta,2h 44m,1986,7,1600
Madhumati,1h 50m,1958,7.8,1600
Noor,1h 57m,2017,4.1,1600
Umrika,1h 38m,2015,6.6,1600
Jajantaram Mamantaram,2h 2m,2003,6,1600
Kanpuriye,1h 43m,2019,6,1600
Naqaab,1h 55m,2007,5.4,1600
Hum Kisi Se Kum Nahin,2h 41m,2002,4.2,1600
Vodka Diaries,2h,2018,5.6,1600
Muzaffarnagar Baaqi Hai,2h 16m,2015,4.1,1600
Arth,2h 18m,1982,7.8,1600
Ek Doctor Ki Maut,2h 2m,1990,8.3,1600
Mirch Masala,2h 8m,1986,7.7,1600
Yeh Ballet,1h 57m,2020,7.5,1600
Lakadbaggha,2h 9m,2023,6,1500
Waqt,2h 58m,1965,7.6,1500
Searching for Sheela,2h 58m,2021,4.3,1500
Badal,2h 46m,2000,5,1500
Silence 2,2h 22m,2024,6.2,1500
Irada,1h 49m,2017,6.3,1500
Footfairy,1h 55m,2020,4.6,1500
Shabd,2h 20m,2005,5.1,1500
SP Chauhan: A Struggling Man,2h 16m,2019,4.9,1500
Ab Tak Chhappan 2,1h 46m,2015,5.8,1500
1921,2h 24m,2018,4.3,1500
Balu,2h 49m,2005,6,1500
Tu Chor Main Sipahi,2h 33m,1996,5.1,1500
Poorna,1h 40m,2017,7.7,1500
Vishwatma,2h 54m,1992,6.5,1500
Hamare Baarah,2h 28m,2024,7.4,1500
Khamoshiyan,2h 2m,2015,4,1500
Sanam Bewafa,2h 40m,1991,5.2,1500
Imamdasta,2h 23m,2024,8.9,1500
Ajab Tamasha,2h 2m,2023,7.1,1500
Dev,2h 52m,2004,6.7,1500
Insan,2h 21m,2005,4.6,1500
Karam,1h 57m,2005,5.8,1500
Zila Ghaziabad,2h 22m,2013,3.7,1500
Chhappad Phaad Ke,1h 30m,2019,6.2,1500
Happy Phirr Bhag Jayegi,2h 16m,2018,4.5,1500
Pathan,2h 16m,1962,4.6,1500
Run,2h 17m,2004,5,1500
Zid,2h 6m,2014,4.5,1500
Haan Maine Bhi Pyar Kiya,2h 54m,2002,3.6,1500
Dhaai Akshar Prem Ke,2h 47m,2000,3.5,1500
Meri Jung,2h 44m,1985,7.2,1500
Shaadi Karke Phas Gaya Yaar,2h 32m,2006,4.1,1500
Mr. Natwarlal,2h 28m,1979,6.5,1500
Ajooba,2h 58m,1990,5.2,1500
Pizza,1h 47m,2014,6.2,1500
Saawan - The Love Season,2h 3m,2006,2.7,1500
Monsoon Shootout,1h 32m,2013,6.6,1500
Bheja Fry 2,2h 9m,2011,4.7,1500
One Night Stand,1h 37m,2016,3.1,1500
Mili,2h 30m,1975,7.4,1500
Laadla,2h 49m,1994,5.9,1500
Aflatoon,2h 33m,1997,4.5,1500
Sadda Adda,1h 55m,2012,7,1500
Kaali Khuhi,1h 30m,2020,3.7,1400
Flight,1h 56m,2021,5.4,1400
Jhalki,1h 44m,2019,6.9,1400
Krishna Cottage,2h 4m,2004,5.2,1400
420 IPC,1h 38m,2021,6.5,1400
Jayantabhai Ki Luv Story,2h 10m,2013,5.3,1400
Bangistan,2h 15m,2015,4.5,1400
Barsaat,2h 46m,1995,5.6,1400
The Heist,2h,2024,8.2,1400
Rudraksh,2h 23m,2004,2.7,1400
Tum Bin II,2h 27m,2016,4.8,1400
Always Kabhi Kabhi,2h 6m,2011,4.2,1400
Wajah Tum Ho,2h 16m,2016,4.4,1400
Khelein Hum Jee Jaan Sey,2h 48m,2010,5.8,1400
Aksar,2h 15m,2006,5,1400
Phoonk,1h 50m,2008,4,1400
Guthlee Ladoo,1h 45m,2023,7.6,1400
Malaal,2h 16m,2019,5.9,1400
Jail,2h 11m,2009,6.2,1400
Karzzzz,2h 22m,2008,2.3,1400
Alag: He Is Different.... He Is Alone...,2h 3m,2006,3.7,1400
Jis Desh Mein Ganga Rehta Hain,2h 21m,2000,4.9,1400
16 December,2h 38m,2002,6.9,1400
Samrat and Co.,2h 5m,2014,6.2,1400
Yeh Majhdhaar,2h 19m,1996,5.1,1400
Yamla Pagla Deewana Phir Se,2h 25m,2018,4.4,1400
Nasha,2h 2m,2013,3.2,1400
Road,2h 14m,2002,5.7,1400
Netaji Subhas Chandra Bose: The Forgotten Hero,3h 28m,2005,7.6,1400
Saare Jahaan Se Mehnga...,2h,2013,7,1400
Aa Bhi Ja O Piya,1h 42m,2022,7.3,1400
Khandaani Shafakhana,2h 16m,2019,4.3,1400
Amma Ki Boli,1h 57m,2021,6.6,1400
Operation Romeo,2h 12m,2022,6.4,1400
Naksha,2h 2m,2006,3.5,1400
Aashayein,2h,2010,7.1,1400
Bade Dilwala,2h 26m,1999,3.7,1400
Katha,2h 21m,1983,7.7,1400
Baton Baton Mein,1h 52m,1979,7.5,1300
The Hungry,1h 40m,2017,7,1300
Haathi Mere Saathi,2h 50m,1971,6.9,1300
Sainik,2h 25m,1993,6,1300
Firangi,2h 38m,2017,4.3,1300
Mujhe Kucch Kehna Hai,2h 15m,2001,4.8,1300
Teesri Manzil,2h 52m,1966,7.5,1300
Ghulam-E-Musthafa,2h 42m,1997,6.7,1300
Chor Machaaye Shor,2h 25m,2002,4.3,1300
Barah Aana,1h 37m,2009,6.7,1300
C Kkompany,2h 7m,2008,5.5,1300
In the Shadows,1h 57m,2017,7,1300
Maa Tujhhe Salaam,2h 42m,2002,3.7,1300
Ek Ladka Ek Ladki,2h 42m,1992,5.8,1300
Dil Kya Kare,2h 38m,1999,5.1,1300
Naya Daur,2h 53m,1957,7.9,1300
Do Knot Disturb,2h 6m,2009,3.7,1300
D,1h 47m,2005,6.8,1300
Nadiya Ke Paar,2h 23m,1982,8.1,1300
Ek Duuje Ke Liye,2h 47m,1981,7.3,1300
Woh Kaun Thi?,2h 20m,1964,7.5,1300
Joru Ka Ghulam,2h 49m,2000,5.1,1300
Keemat: They Are Back,2h 42m,1998,5.5,1300
Pal Pal Dil Ke Paas,2h 34m,2019,4.5,1300
Badnaam Gali,1h 35m,2019,7,1300
The Killer,1h 57m,2006,4.8,1300
Aankh Micholi,2h 24m,2023,5.9,1300
Rautu Ka Raaz,1h 54m,2024,6.3,1300
Dillagi,3h 8m,1999,5.3,1300
Helicopter Eela,2h 15m,2018,5.5,1300
Children of War,2h 40m,2014,6.6,1300
Maine Dil Tujhko Diya,2h 34m,2002,4,1300
Patthar Ke Phool,2h 35m,1991,5.5,1300
Woh 7 Din,2h 19m,1983,7.5,1300
Kareeb,2h 25m,1998,6.5,1300
Ae Watan Mere Watan,2h 13m,2024,4.7,1300
Bombay to Goa,2h 12m,1972,6.7,1300
Ajmer 92,2h 21m,2023,7.9,1300
Yeshwant,2h 25m,1997,7.2,1300
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2h 10m,2008,3.5,1300
Angrezi Mein Kehte Hain,1h 44m,2018,6.7,1300
Jungle,2h 26m,2000,6.1,1300
Ramji Londonwaley,2h 34m,2005,6.6,1300
Satellite Shankar,2h 15m,2019,6.3,1300
Sapoot,2h 38m,1996,5.2,1200
I Am 24,1h 58m,2010,6.1,1200
Banjo,2h 17m,2016,5,1200
The Train: Some Lines Should Never Be Crossed...,2h 14m,2007,4.4,1200
Suryavanshi,2h 41m,1992,4.4,1200
Suhaag,2h 44m,1979,6.5,1200
Jodi Breakers,2h 7m,2012,3.7,1200
Khoon Bhari Maang,2h 52m,1988,6.6,1200
I See You,2h 2m,2006,4.4,1200
Kya Meri Sonam Gupta Bewafa Hai,2h 16m,2021,4.1,1200
...Yahaan,2h 22m,2005,7.5,1200
Raakh,2h 33m,1989,7.1,1200
Blank,1h 47m,2019,6.1,1200
Armaan,2h 38m,2003,5.3,1200
Happy Hardy and Heer,2h 3m,2020,5.3,1200
Shola Aur Shabnam,2h 45m,1992,6.5,1200
Parampara,2h 35m,1993,5.1,1200
Shikhar,2h 42m,2005,5.1,1200
Daud: Fun on the Run,3h,1997,5.9,1200
Patna Shukla,2h 5m,2024,5.6,1200
Aakrosh,2h 24m,1980,7.9,1200
Ittefaq,1h 44m,1969,7.4,1200
Paltan,2h 30m,2018,5.2,1200
Nagina,2h 17m,1986,6.4,1200
Koi Jaane Na,2h 21m,2021,3.6,1200
Unlock Zindagi,2h 31m,2023,5.9,1200
Awwal Number,2h 30m,1990,4.5,1200
Chippa,1h 30m,2019,6.6,1200
Once Again,1h 41m,2018,6.9,1200
Auzaar,2h 7m,1997,4.5,1200
Blood Money,1h 49m,2012,4.8,1200
Maharathi,1h 54m,2008,7.1,1200
Jaagruti,2h 14m,1993,4.7,1200
Naram Garam,2h 2m,1981,7.4,1200
P Se Pyaar F Se Faraar,2h 11m,2019,6.7,1200
Operation Mayfair,1h 56m,2023,2.4,1200
100 Days,2h 41m,1991,6.4,1200
Main Aisa Hi Hoon,2h 42m,2005,4.9,1200
Religion,1h 45m,2007,8,1200
Guddi,2h 1m,1971,7.2,1200
Naam,2h 57m,1986,7.3,1200
Khamosh,1h 41m,1986,7.5,1200
Kati Patang,2h 47m,1970,7.2,1200
Liar's Dice,1h 44m,2013,6.7,1200
Dilwaala,2h 40m,1986,3.8,1200
Fugly,2h 9m,2014,4.7,1200
Aetbaar,2h 32m,2004,4.7,1200
Akhiyon Se Goli Maare,2h 26m,2002,5.2,1200
Kasoor,2h 31m,2001,6,1200
Satyam Shivam Sundaram: Love Sublime,2h 52m,1978,7,1200
Michael,1h 37m,2011,5.3,1200
Depth of Pyaar,1h 33m,2019,6.8,1200
Shudra the Rising,2h,2012,8,1200
Aanchhi,2h 3m,2022,7.2,1200
Shaapit: The Cursed,2h 25m,2010,5.5,1200
Kurukshetra,2h 9m,2000,6.1,1100
Harami,1h 40m,2020,7.4,1100
Muskurahatein,2h 12m,2017,2.6,1100
Juni the Last Prayer,2h 12m,2022,7.9,1100
Ram Teri Ganga Maili,2h 58m,1985,6.5,1100
Department,2h 21m,2012,3.1,1100
Hera Pheri,2h 44m,1976,6.6,1100
La Vaste,1h 56m,2023,5.3,1100
Arjun,2h 34m,1985,7.2,1100
Bypass Road,2h 17m,2019,5.3,1100
"I Am Alone, So Are You...",1h 57m,2019,4.7,1100
Kahani Rubberband Ki,2h,2022,5.3,1100
Dostana,2h 32m,1980,6.4,1100
Shatranj,1h 24m,2023,5.3,1100
Love Breakups Zindagi,2h 36m,2011,5.9,1100
Kunwara,2h 14m,2000,5.2,1100
Anwar,2h 24m,2007,6.5,1100
Bhaag Johnny,1h 58m,2015,5.1,1100
Hurdang,2h 2m,2022,5.3,1100
Sonali Cable,2h 7m,2014,5.3,1100
Love You Loktantra,2h 15m,2022,6.9,1100
Dishkiyaoon,1h 59m,2014,5.2,1100
Trahimam,1h 14m,2022,8.1,1100
Pyaari - Tarawali the True Story,2h 23m,2023,8,1100
Sayonee,1h 51m,2020,5.4,1100
Right Yaaa Wrong,2h 15m,2010,6.6,1100
Shirin Farhad Ki Toh Nikal Padi,1h 51m,2012,4.5,1100
Do Aur Do Paanch,2h 12m,1980,6.8,1100
Lakeer: Forbidden Lines,2h 50m,2004,4.7,1100
Anth the End,1h 45m,2022,6.2,1100
Ye Mard Bechara,2h 14m,2021,7.9,1100
Saat Uchakkey,2h 19m,2016,5.6,1100
Mandali,1h 58m,2023,8.4,1100
Rishtey,2h 44m,2002,4.8,1100
Kranti,3h 8m,1981,7.3,1100
Prem Rog,3h 3m,1982,7.1,1100
Saaya,2h 15m,2003,5.7,1100
Nawabzaade,1h 52m,2018,4.2,1100
Saagar,3h 6m,1985,6.9,1100
Bajrang Aur Ali,2h 2m,2024,7.8,1100
Striker,2h 8m,2010,6.9,1100
Deewana Mujh Sa Nahin,2h 10m,1990,5,1100
Mudda 370 J&K,2h 12m,2019,7.6,1100
Jagte Raho,2h 33m,1956,8.2,1100
Parvarish,2h 42m,1977,6.8,1100
Sorry Bhai!,2h 34m,2008,6.2,1100
Jai Mummy Di,1h 43m,2020,3.7,1100
Darr @ the Mall,2h 4m,2014,4.9,1100
Arjun Pandit,2h 30m,1999,5.4,1100
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,1h 29m,2010,4.5,1100
I Am,1h 35m,2010,6.8,1100
Satya 2,2h 22m,2013,5.8,1100
Mast,2h 33m,1999,5.4,1100
Where's the Party Yaar?,1h 50m,2003,5,1100
Jahangir National University,2h 30m,2024,5.9,1100
Dvand: The Internal Conflict,1h 56m,2023,5.3,1100
Fun2shh... Dudes in the 10th Century,2h 10m,2003,4.6,1100
Love Games,1h 54m,2016,4.3,1100
Papi Gudia,2h 10m,1996,2.5,1100
Saugandh,2h 33m,1991,5.4,1100
Mere Jeevan Saathi,2h 9m,2006,3.4,100
Ram Aur Shyam,2h 51m,1967,7.2,100
Bandook,2h 12m,2013,5.8,100
My Client's Wife,1h 46m,2020,6.2,100
Ekta,1h 39m,2019,6.6,100
Toofan,2h 54m,1989,5.1,100
Bioscopewala,1h 31m,2017,7.5,100
Roop Ki Rani Choron Ka Raja,3h 10m,1993,4.8,100
Sandwich,2h 32m,2006,5.6,100
Time to Dance,1h 53m,2021,2.4,100
Megacities,1h 30m,1998,7.4,100
Khatta Meetha,2h 8m,1978,7.5,100
Toonpur Ka Superrhero,1h 35m,2010,4.3,100
War Chod Na Yaar,1h 59m,2013,5.4,100
Raja,2h 48m,1995,5,100
Veerana,2h 15m,1988,6.6,100
Shaadi No. 1,2h 9m,2005,3.6,100
Mausam,2h 36m,1975,8,100
Ankahi Kahaniya,1h 50m,2021,5.6,100
Love and Shukla,1h 47m,2017,7.3,100
Family of Thakurganj,2h 7m,2019,5.3,100
Tere Bin Laden: Dead or Alive,1h 44m,2016,4.4,100
Junooniyat,2h 35m,2016,4.1,100
Purab Aur Pachhim,2h 22m,1970,7.4,100
Gopi Kishan,2h 41m,1994,5.8,100
Operation Valentine,2h 13m,2024,5.3,100
Ascharyachakit!,1h 30m,2018,5,100
Footpath,2h 44m,2003,5.4,100
Aap Ki Khatir,2h 2m,2006,3.9,100
Doraemon: Nobita's Dorabian Nights,1h 39m,1991,7.2,100
Doraemon: Nobita and the Green Giant Legend,1h 52m,2008,6.6,100
Kucch To Hai,2h 23m,2003,4.3,100
Biwi Ho To Aisi,2h 29m,1988,5.6,100
Mera Saaya,2h 8m,1966,7.6,100
Halkaa,1h 54m,2018,7.1,999
Welcome To New York,1h 58m,2018,1.5,997
Gumrah,2h 29m,1993,6.1,995
Tum Mere Ho,2h 9m,1990,3.9,994
Pyare Mohan,2h 10m,2006,3.4,990
...Aur Pyaar Ho Gaya,2h 27m,1997,4.6,986
Suraj Ka Satvan Ghoda,2h 10m,1992,7.9,986
Plan,2h 29m,2004,4.4,985
Machine,2h 28m,2017,2.8,982
Parichay,2h 25m,1972,7.6,981
Love Love Love,2h 26m,1989,4.8,980
The Last Color,1h 30m,2019,7.7,980
Mirch,1h 45m,2010,6.5,980
Aloo Chaat,2h 35m,2009,5.9,979
Not Today,1h 32m,2021,6.9,978
My Wife's Murder,1h 43m,2005,6.1,977
Shortkut - The Con Is On,2h 22m,2009,3.5,977
Dangerous Ishq,2h 10m,2012,4.1,973
Xcuse Me,2h 32m,2003,5.7,971
The Touch,2h 25m,1980,8,968
Hero,2h 53m,1983,6.7,968
Calendar Girls,2h 11m,2015,4.2,968
Upstarts,1h 52m,2019,6.7,965
Guddu Rangeela,2h 4m,2015,5.3,965
Mandi,2h 47m,1983,7.5,964
Yeh Teraa Ghar Yeh Meraa Ghar,2h 55m,2001,5.9,964
Gardish,2h 33m,1993,7.6,963
Chori Chori,2h 15m,2003,4.8,961
Qurbani,2h 37m,1980,7.1,960
Aa Dekhen Zara,1h 57m,2009,5.2,959
Kuchh Bheege Alfaaz,1h 56m,2018,7.4,959
Ram Ke Naam,1h 30m,1992,8.9,958
Mashaal,2h 42m,1984,7.2,957
Big Brother,2h 8m,2007,4.1,954
Y.M.I. Yeh Mera India,2h 17m,2008,7.7,945
Elaan,2h 26m,1994,5.1,943
Mister Mummy,1h 37m,2022,2.1,941
Johny Mera Naam,2h 39m,1970,7.4,938
Daulat Ki Jung,2h 23m,1992,5.1,937
Insaaf: The Final Justice,2h 35m,1997,3.8,936
Vaada,2h 15m,2005,6,935
Pyaar Tune Kya Kiya...,2h 3m,2001,5.7,935
Penalty,2h 8m,2019,5.3,935
Crazy Uncles,1h 42m,2021,8.9,927
Kuch Kuch Locha Hai,2h 23m,2015,2.6,924
Dhoondte Reh Jaoge,2h 11m,2009,5.6,919
Dharam Veer,2h 45m,1977,6.7,918
Cookie,1h 44m,2020,4.6,918
Paap,2h,2003,5.2,917
Anari,2h 46m,1959,7.6,916
Road to Sangam,2h 15m,2009,7.3,915
King of the Khyber Rifles,1h 40m,1953,6.3,913
Khoobsurat,2h 33m,1999,5.3,910
Rush,1h 50m,2012,3.9,910
Jigar,2h 41m,1992,5.1,908
Dil Tera Aashiq,2h 31m,1993,4.9,908
Ruslaan,2h,2024,3.7,907
Gippi,1h 35m,2013,5.6,906
Gandhinagar 2nd Street,2h 17m,1986,7.7,906
FryDay,1h 54m,2018,5.3,904
I Love NY,2h 7m,2015,3.4,902
Scotland,2h,2019,4.3,902
Angaaray,2h 21m,1998,5.2,901
Tuesdays and Fridays,1h 46m,2021,4.5,899
What are the Odds?,1h 32m,2019,5.3,899
Roti Kapada Aur Makaan,2h 39m,1974,6.8,898
Bol Radha Bol,2h 44m,1992,6.1,898
The Pool,1h 38m,2007,7.2,898
Aatish: Feel the Fire,2h 35m,1994,5.9,897
John Day,2h 18m,2013,5.6,897
Chandra Mukhi,2h 32m,1993,3.9,895
Gayab,2h 18m,2004,4.3,895
Larger Than Life,1h 18m,2003,6.3,895
Veerappan,2h 5m,2016,5.3,894
Bandini,2h 37m,1963,7.6,892
