Movie_Name,Duration,Year,Rating,Rating_count
Duvidha,1h 22m,1973,7,889
Boot Polish,2h 29m,1954,7.8,889
Saudagar,2h 11m,1973,7.4,887
Jhooth Bole Kauwa Kaate,2h 28m,1998,5.6,887
Soundtrack,2h 12m,2011,7.1,886
Aatank Hi Aatank,2h 35m,1995,4.5,885
Naina,1h 43m,2005,4.2,883
De Taali,2h 20m,2008,4.2,883
8 A.M. Metro,1h 56m,2023,7.5,882
Warrior Savitri,2h 16m,2016,3.1,882
Bumm Bumm Bole,2h 4m,2010,6.3,881
Shukranu,1h 30m,2020,6.4,879
Doraemon: Nobita and the Wind Wizard,1h 24m,2003,7,877
Kamaal Dhamaal Malamaal,2h 28m,2012,4.3,875
Haré Rama Haré Krishna,2h 29m,1971,7.1,875
Tumsa Nahin Dekha,2h 8m,2004,4.7,868
Saheb Biwi Aur Gangster 3,2h 20m,2018,4.4,867
Tutak Tutak Tutiya,2h 18m,2016,5.5,866
Purani Jeans,2h 17m,2014,6.2,863
Jeena Sirf Merre Liye,2h 17m,2002,3.9,861
Kamasutra 3D,1h 50m,2013,5.9,859
Jack & Dil,1h 38m,2018,6.9,859
Albela,2h 25m,2001,3.7,857
Afsana Pyar Ka,2h 25m,1991,5.3,855
Sardar,2h 55m,1993,8.1,852
Shaadi Se Pehle,2h 2m,2006,4.3,849
Rajnigandha,1h 50m,1974,7.3,847
Fraud Saiyaan,1h 49m,2019,4.2,843
Yeh Suhaagraat Impossible,1h 32m,2019,5.4,843
Agni Sakshi,2h 22m,1996,6.2,841
Chalk N Duster,2h 10m,2016,6.5,841
Vijaypath,2h 43m,1994,5.1,839
Sniffer,2h 17m,2013,5.6,839
Satyakam,2h 55m,1969,8.3,834
Jackpot,2h 12m,2013,2,831
C.I.D.,2h 26m,1956,7.1,829
Andhaa Kaanoon,2h 35m,1983,6.2,828
Daag: The Fire,2h 32m,1999,5,828
Bombay Rose,1h 37m,2019,6.5,828
Yeh Raaste Hain Pyaar Ke,2h 29m,2001,4,826
Milestone,1h 38m,2020,6.6,824
Doraemon: Nobita's Three Visionary Swordsmen,1h 38m,1994,7.3,823
Police Force: An Inside Story,2h 18m,2004,4.2,820
Middle Class Love,2h 2m,2022,6.1,817
Kadhalar Dinam,2h 35m,1999,6.6,817
Mera Damad,2h 7m,1995,4.6,817
Tony,2h 4m,2018,6.8,816
Roar,2h 3m,2014,5.6,811
Guddu Ki Gun,2h 10m,2015,4.6,811
23rd March 1931: Shaheed,3h 8m,2002,5.3,811
Koochie Koochie Hota Hai,3h 8m,2021,6.2,810
Gaja Gamini,2h 2m,2000,4.5,808
Waisa Bhi Hota Hai Part II,2h 17m,2003,7.4,808
The Churning,2h 14m,1976,7.7,807
Majboor,2h 35m,1974,7.1,807
Hathyar: Face to Face with Reality,2h 20m,2002,5.7,803
Main Azaad Hoon,2h 40m,1989,7.3,801
Bardaasht,2h 35m,2004,5.9,801
Jo Bole So Nihaal,2h 5m,2005,3.7,796
Bulandi,2h 55m,2000,5.2,795
Wajood,3h,1998,7,793
Yakeen,1h 56m,2005,5.7,791
Kishen Kanhaiya,2h 40m,1990,5.9,790
Janbaaz,2h 55m,1986,6.2,789
Elaan,2h 39m,2005,4.6,786
Ugly Aur Pagli,1h 57m,2008,3.8,785
Bajatey Raho,1h 47m,2013,5.3,784
Meri Biwi Ka Jawab Nahin,2h 30m,2004,3.5,783
Badhaai Ho Badhaai,2h 35m,2002,4.7,783
Henna,3h,1991,6.2,782
Silsiilay,2h 14m,2005,4.3,780
Saroj Ka Rishta,2h 2m,2022,4.7,779
Music Teacher,1h 41m,2019,6.2,776
Chaand Kaa Tukdaa,2h 35m,1994,3.9,776
Pitaah,2h 6m,2002,6.4,776
Superstar,2h,2008,6.1,775
Aazam,2h,2023,5.9,774
Siddharth,1h 36m,2013,7.4,773
I Did Not Kill Gandhi,1h 40m,2005,7.3,772
Pusher,1h 47m,2010,6.2,770
Chitchor,1h 45m,1976,7.5,770
One by Two,2h 19m,2014,3.9,769
Gharwali Baharwali,2h 18m,1998,4.6,768
What If?,1h 55m,2006,6.4,764
Dushman Duniya Ka,2h 33m,1996,3.3,761
Anari No. 1,2h 49m,1999,5.1,761
A Sublime Love Story: Barsaat,2h 23m,2005,4.4,754
Aunty No. 1,2h 40m,1998,4.4,754
Fever,1h 47m,2016,4.7,751
Avtaar,2h 30m,1983,7.3,750
Aaina,2h 29m,1993,6.1,750
X: Past Is Present,1h 45m,2015,5.2,749
The Taste of Relation,1h 27m,2009,7.8,747
Thanks Maa,2h,2009,8,745
Mumbaikar,2h 2m,2023,4.8,744
Naajayaz,2h 37m,1995,5.6,743
Khichdi 2,2h 1m,2023,4.6,743
Vaastu Shastra,1h 46m,2004,5,742
Not a Love Story,1h 40m,2011,5.2,740
Nishant,2h 20m,1975,7.6,739
Bekhudi,2h 20m,2021,4.3,739
Kissise Na Kehna,2h 20m,1983,7.3,739
The Great Gambler,2h 41m,1979,6.4,737
Lahore Confidential,1h 8m,2021,2.9,737
Agyaat,2h 10m,2009,3,737
Acid Factory,1h 48m,2009,5.1,737
Coolie No. 1,2h 26m,1991,6.1,737
Bhindi Baazaar Inc.,2h 37m,2011,6,736
Hameshaa,2h 21m,1997,5.1,736
Blackmail,2h 6m,2005,4.7,736
Hum Tum Aur Ghost,2h 5m,2010,4.8,734
Kohram,2h 30m,1999,5.3,733
Shakalaka Boom Boom,2h 9m,2007,2.7,732
Zulmi,2h 9m,1999,4.2,732
Antardwand,1h 54m,2008,7.3,731
Aatma,1h 34m,2013,3.9,729
Naa Autograph Sweet Memories,2h 28m,2004,7.5,728
Chatur Singh Two Star,1h 50m,2011,1.8,728
Kuch Khatti Kuch Meethi,2h,2001,4.7,726
Barsaat,2h 51m,1949,7.2,724
Gangaa Jamunaa Saraswathi,3h 7m,1988,4.7,723
Lamhaa: The Untold Story of Kashmir,2h 32m,2010,5,720
Bhumika,2h 22m,1977,7.4,718
Raghu Romeo,1h 40m,2003,6.9,718
Rakht,2h 42m,2004,3.8,718
Lekar Hum Deewana Dil,2h 20m,2014,4.7,718
Kshatriya,3h 7m,1993,5.9,717
Shakeela,2h 6m,2020,3.4,716
Meeruthiya Gangsters,2h 9m,2015,7,713
Kuch Tum Kaho Kuch Hum Kahein,2h 51m,2002,6,713
Jawani Zindabad,2h 43m,1990,5.1,713
Atithi Bhooto Bhava,1h 54m,2022,6,712
Lal Baadshah,3h,1999,3.3,711
Lahoo Ke Do Rang,2h 52m,1997,4.1,711
Music School,2h 5m,2023,6.2,710
Barood,2h 39m,1998,4.3,708
Mixed Doubles,1h 31m,2006,6.5,708
Gali Gali Chor Hai,1h 49m,2012,5.2,705
Doraemon: Nobita and the Kingdom of Clouds,1h 37m,1992,7,704
Thakshak,2h 43m,1999,6,704
Nirdosh,1h 50m,2018,4.4,703
Anthony Kaun Hai?,2h 7m,2006,5.1,702
The Dark Side of Life: Mumbai City,2h 5m,2018,5.8,702
Mere Pyare Prime Minister,1h 44m,2018,6.8,700
Hostel,1h 51m,2011,5.3,698
Faactory,1h 36m,2021,6.5,698
Dil Kabaddi,2h,2008,5.7,697
Mr. Bond,2h 7m,1992,3.4,695
Ribbon,1h 46m,2017,6.9,695
Six Nine Five (695),2h 17m,2024,6.8,694
Mahabharat,1h 45m,2013,5.3,694
Jai Kishen,2h 9m,1994,4.7,694
Sangdil Sanam,2h 36m,1994,4.2,694
Doraemon: Nobita's Great Adventure in the South Seas,1h 40m,1998,7.1,693
Kuldip Patwal: I Didn't Do It!,2h 8m,2017,6.4,692
Kaanchi,2h 31m,2014,4.2,690
Dear Dia,2h 31m,2022,6.7,690
Ikke Pe Ikka,2h 14m,1994,3.3,689
Pyaar Ishq Aur Mohabbat,2h 48m,2001,4.2,688
Purana Mandir,2h 24m,1984,6.3,687
Before You Die,2h 24m,2022,8.4,687
Betaab,2h 42m,1983,6.5,686
Doraemon the Movie: Nobita's Mermaid Legend,1h 39m,2010,6.5,686
Aaj Ka Arjun,2h 44m,1990,4.6,686
Kureyon Shinchan: Action Kamen vs Haigure Maô,1h 33m,1993,6.7,685
Veer Savarkar,2h 45m,2001,7.1,683
Daag: A Poem of Love,2h 26m,1973,7,682
Shaadisthan,1h 34m,2021,5.6,680
Isi Ka Naam Zindagi,2h 20m,1992,4.9,680
Rocky,2h 31m,1981,6.5,678
Gunga Jumna,2h 58m,1961,7.4,678
Deadline: Sirf 24 Ghante,1h 42m,2006,6.3,677
EMI: Liya Hai To Chukana Padega,3h,2008,4.4,673
Mr. & Mrs. '55,2h 37m,1955,7.1,672
Money Hai Toh Honey Hai,2h 18m,2008,2.9,672
The Song of Scorpions,1h 59m,2017,6.1,671
Deewane,2h 44m,2000,4.6,671
Ek Khiladi Ek Haseena,2h 23m,2005,5.7,670
Prem Aggan,2h 48m,1998,1.7,669
Tarazu,2h 24m,1997,4,669
Ramayana: The Epic,1h 38m,2010,5.9,668
Dancer,2h 30m,1991,3.7,668
Mere Apne,2h 44m,1971,7.6,667
Junoon,2h 3m,1992,5.6,666
Jaan,2h 50m,1996,4.3,665
Teree Sang: A Kidult Love Story,2h 12m,2009,6.4,665
Rukh,1h 46m,2017,6.3,665
Baaraat Company,2h 4m,2017,5.2,665
Asambhav,2h 19m,2004,3.8,664
Darling,2h 8m,2007,4.1,663
Bas Itna Sa Khwaab Hai...,2h 49m,2001,3.8,663
Sankat City,2h,2009,6.2,663
O Teri,1h 47m,2014,3.3,662
Aao Wish Karein,2h 20m,2009,5.2,661
Home Delivery: Aapko... Ghar Tak,2h 31m,2005,3.4,661
Jaane Kahan Se Aayi Hai,1h 34m,2010,4.4,660
Rajjo,2h 3m,2013,2.8,660
"Brother, Superhit!",2h 19m,2018,3.9,658
Dange,2h 34m,2024,5.4,657
Dayavan,2h 53m,1988,6.4,657
Khamoshi,2h 7m,1969,7.7,656
Machines,1h 11m,2016,7.3,652
Champion,2h 20m,2000,4.5,651
Nobita no uchû shô-sensô,1h 38m,1985,7.2,651
Adventures of Ali-Baba and the Forty Thieves,2h 18m,1980,6.2,650
Risk,2h 35m,2007,6.6,649
Doraemon: Nobita and the Tin Labyrinth,1h 40m,1993,7,649
Deedar,2h 10m,1992,3.9,649
Kartoos,2h 4m,1999,5.1,648
Humko Tumse Pyaar Hai,2h 8m,2006,5.3,647
Kurbaan,2h 13m,1991,4.2,646
Jamai Raja,2h 13m,1990,5.3,646
"Tom, Dick, and Harry",2h 17m,2006,3.2,644
Black & White,2h 14m,2008,6.2,644
Dirty Politics,2h 10m,2015,2.6,643
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,1h 29m,2004,7,643
Dhund,2h 10m,1973,7.4,642
Listen... Amaya,1h 48m,2013,6.5,642
The Legend of Michael Mishra,2h 5m,2016,4.4,641
Loafer,2h 40m,1996,5.1,640
LoveShhuda,2h 13m,2016,4.7,638
Line of Descent,1h 48m,2019,4.6,637
Nishchaiy,2h 26m,1992,4.3,637
Veerey Ki Wedding,2h 11m,2018,2.8,637
Daava,2h 25m,1997,4.1,636
Hogi Pyaar Ki Jeet,3h,1999,4.5,635
10 Nahi 40,3h,2022,8.7,635
Khel,2h 32m,1992,6.2,634
Tera Jadoo Chal Gayaa,2h 23m,2000,3.1,633
Shalimar,2h 17m,1978,6.3,631
Code Name Abdul,1h 54m,2021,5.4,631
Doli Saja Ke Rakhna,2h 50m,1998,6.4,629
Amaanat,2h 20m,1994,4.1,628
Zaalim,2h 11m,1994,4.4,627
Ghulami,3h 19m,1985,7.4,626
Upkar,2h 55m,1967,7.6,626
Anni Manchi Sakunamu,2h 34m,2023,6.1,625
3 AM: A Paranormal Experience,1h 43m,2014,4.4,624
Desh Premee,2h 45m,1982,5.8,623
Taqdeerwala,2h 42m,1995,6.5,622
Naach,2h 30m,2004,4.4,622
Satta,2h 33m,2003,6.8,621
Bazaar,2h,1982,7.4,619
Calling Mr. Joe B Carvalho,2h 10m,2014,3.6,619
Kismet Love Paisa Dilli,2h 9m,2012,4.5,619
Ek Chhotisi Love Story,2h 2m,2002,3.1,618
Rang Birangi,3h,1983,7.2,618
Doraemon: Nobita and the Galaxy Super-express,1h 37m,1996,6.9,617
Daraar,1h 45m,1996,5.3,616
Mumbai Se Aaya Mera Dost,2h 26m,2003,3.3,615
Loha,2h 40m,1997,5.2,614
Tum Milo Toh Sahi,2h 8m,2010,5.7,614
Agra,2h 12m,2023,6.4,613
Matto Ki Saikil,1h 35m,2020,7.9,613
Chalo Ishq Ladaaye,2h 20m,2002,4.4,613
Holi,2h,1984,7.1,613
Fox,2h 25m,2009,5.3,613
Mee Raqsam,1h 20m,2020,6.7,613
Jaani Dushman,2h 34m,1979,6.1,611
Jaal: The Trap,2h 22m,2003,4.3,609
Gour Hari Dastaan: The Freedom File,1h 54m,2015,7.3,609
Andaz,2h 28m,1949,6.7,605
Jurm,2h 30m,2005,5.5,604
I - Proud to Be an Indian,2h 9m,2004,6.1,603
Chamku,1h 45m,2008,4.5,602
Paying Guests,1h 49m,2009,4.4,597
Anari,2h 51m,1993,5.3,596
Jaadugar,2h 53m,1989,4.2,595
Jamun,1h 32m,2021,7.2,595
Nehlle Pe Dehlla,2h 5m,2007,3.7,594
Speed,1h 42m,2007,3.1,594
Rog,1h 55m,2005,5.2,593
Half Ticket,2h 48m,1962,7.3,593
Paandav,2h 12m,1995,3.2,593
Bhoot Returns,1h 25m,2012,2.6,592
Maidan-E-Jung,2h 35m,1995,3.7,592
Subway,2h 42m,2022,8.4,592
Mastram,1h 38m,2013,4.8,591
Kalyug,2h 32m,1981,7.8,591
Hotel Milan,2h 10m,2018,3.8,589
Dedh Bigha Zameen,1h 40m,2024,7,588
Rudaali,2h 8m,1993,7.4,587
Bhuvan Shome,1h 36m,1969,7.2,586
Main Raj Kapoor Ho Gaya,1h 36m,2023,8.9,585
Sur,2h 16m,2002,6.6,584
Roti,2h,1974,6.8,582
Khoya Khoya Chand,2h 11m,2007,6.3,582
Ram Balram,2h 49m,1980,6.2,581
Jhumroo,2h 51m,1961,6.8,581
Maharaja,2h 44m,1998,4.2,580
Mohabbat,2h 31m,1997,4.9,580
Evening Shadows,1h 42m,2018,7.2,579
Lomad,1h 39m,2023,8.2,579
Just Married: Marriage Was Only the Beginning!,2h 15m,2007,5.4,578
Junoon,2h 21m,1979,7.6,577
"Raat Gayi, Baat Gayi?",1h 44m,2009,6.3,577
Criminal,2h 3m,1994,5.7,576
Rikki-Tikki-Tavi,1h 18m,1976,7.6,576
Kashmir Ki Kali,2h 48m,1964,6.9,576
Doraemon: Nobita and the Winged Braves,1h 35m,2001,6.9,576
Victory,2h 40m,2009,3.8,575
Lahore,2h 25m,2010,6.3,575
Pinky Beauty Parlour,1h 56m,2016,6.5,574
Ekkees Toppon Ki Salaami,2h 20m,2014,6.1,574
Chori Chori,2h 38m,1956,7.2,573
Ashaant,2h 21m,1993,4.4,573
Uski Roti,1h 50m,1970,6.9,573
Salim Langde Pe Mat Ro,1h 51m,1989,7.7,570
Hum Tum Pe Marte Hain,2h 45m,1999,5,570
Bengal 1947,2h 9m,2024,6.9,570
Om Dar-B-Dar,1h 41m,1988,7.1,569
Dada Lakhmi Chand,2h 34m,2022,8.4,568
Tere Mere Sapne,2h 26m,1996,6.1,568
Saaheb,2h 30m,1985,7.2,568
Johnny,2h 20m,1980,7.7,567
Bhouri,2h 20m,2016,6.6,566
Phoonk 2,1h 50m,2010,3.1,566
Hatya: The Murder,2h 11m,2004,2.7,566
Narasimha,3h 34m,1991,5.5,565
Haqeeqat,3h 4m,1964,7.8,565
Kayda Kanoon,2h 30m,1993,4,565
Salaakhen,2h 45m,1998,5.5,564
Bas Ek Pal,2h 30m,2006,5.8,563
Junglee,2h 30m,1961,6.9,563
Paar,2h 21m,1984,7.7,563
Ajab Gazabb Love,1h 56m,2012,4.4,563
Beiimaan Love,2h,2016,2.9,562
Haathi Mere Saathi,2h 6m,2021,6.3,561
Hum Kisise Kum Naheen,2h 49m,1977,7.1,560
B.A. Pass 2,2h 5m,2017,2.2,559
Behind That Curtain,1h 31m,1929,4.8,557
Dil Juunglee,2h 4m,2018,3.7,555
Ek Vivaah... Aisa Bhi,2h 12m,2008,5.3,553
Dil Ki Baazi,2h 42m,1993,4.4,553
Mr Ya Miss,2h 16m,2005,3.8,552
Main Madhuri Dixit Banna Chahti Hoon!,2h 16m,2003,6.3,552
Dil Diya Hai,2h 1m,2006,3.9,550
Pati Patni Aur Woh,2h 21m,1978,7,548
Kismat,2h 23m,2004,4.1,548
Shaukeen,2h 7m,1982,7.2,547
Jawani Diwani: A Youthful Joyride,1h 51m,2006,2.9,547
Journey Bombay to Goa: Laughter Unlimited,2h 18m,2007,4.8,546
Khel,2h 54m,2003,4.1,546
36 Farmhouse,1h 47m,2022,3.8,541
Heartless,2h 11m,2014,5.2,541
Anupama,2h 28m,1966,7.4,538
My Dear Kuttichaathan,1h 36m,1984,7.8,538
Shikari,2h 40m,2000,4.7,536
Mammo,2h 10m,1994,7.8,536
Dil Vil Pyar Vyar,2h 30m,2002,5.4,535
Zubaan,1h 55m,2015,6.1,535
Nazar Ke Samne,1h 36m,1995,3.7,534
Chaalis Chauraasi,2h,2012,6.1,534
Calcutta Mail,2h 8m,2003,5.7,534
Aashiq,2h 40m,2001,4,533
Kya Yehi Pyaar Hai,2h 25m,2002,4.2,533
Hattrick,1h 50m,2007,4.3,533
Eeshwar,2h 27m,1989,7.3,531
Maan Gaye Mughall-E-Azam,2h 17m,2008,3.2,530
Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,1h 37m,2014,7.2,529
The Angrez,1h 50m,2005,7.5,529
Yalgaar,3h 12m,1992,5.5,528
Katiyabaaz,1h 24m,2013,7.7,528
Zed Plus,2h 21m,2014,6.3,528
Geraftaar,2h 47m,1985,5.9,526
Namkeen,1h 52m,1982,7.8,526
Tathastu,1h 53m,2006,4.5,526
Farz,2h 37m,2001,4.4,525
Hulchul,2h 32m,1995,4.5,525
1922 Pratikaar Chauri Chaura,1h 51m,2023,8.5,525
Doraemon: Nobita and the Robot Kingdom,1h 20m,2002,6.7,524
Shararat,2h 35m,2002,4.8,524
Nagin,3h,1976,6.1,524
Mahaan,3h 1m,1983,6,523
Chidiakhana,1h 55m,2023,6.7,523
Super Nani,2h 13m,2014,4.8,523
Hu Tu Tu,2h 52m,1999,6.4,522
Kanoon,2h 30m,1960,7.9,521
My Name Is Anthony Gonsalves,2h 16m,2008,3.9,520
The Ladykiller,2h 5m,2023,1.9,519
Maatr,1h 53m,2017,4.7,519
706,2h,2019,5.3,519
Aap Ki Kasam,2h 33m,1974,7,518
Bemisal,2h 22m,1982,6.9,517
Mrityudand: The Death Sentence,2h 30m,1997,7.1,516
Manjunath,2h 10m,2014,7.1,516
Andaz,2h 47m,1994,4.5,515
Pardesi Babu,2h 47m,1998,5.1,515
Issaq,2h 28m,2013,4.4,515
The Rally,2h 10m,2017,4.6,515
Albert Pinto Ko Gussa Kyon Ata Hai,1h 50m,1980,7.1,514
Akayla,3h,1991,5.3,513
Hamraaz,2h 50m,1967,7.2,513
Dhokha,1h 57m,2007,6.3,513
Kal Kissne Dekha,2h 14m,2009,3.6,512
Refl3ct,1h 5m,2021,6.1,511
Zakhmi Dil,2h 31m,1994,2.9,509
Gafla,2h 7m,2006,7.4,507
Jis Desh Men Ganga Behti Hai,2h 47m,1960,7.1,507
Dear Maya,1h 51m,2017,6.3,506
Naseeb,2h 18m,1998,5.2,506
Doraemon: Nobita and the Animal Planet,1h 39m,1990,6.8,505
Paggal,1h 39m,2022,8.3,505
Jal,2h 6m,2013,6.6,504
Raja Ki Ayegi Baraat,2h 38m,1997,3.6,502
Kaalo,1h 19m,2010,3.8,502
Mahal,2h 45m,1949,6.9,502
Halo,1h 32m,1996,8.2,502
Pappu Can't Dance Saala,2h 18m,2010,6.5,502
One Friday Night,1h 32m,2023,4.9,501
A Night of Knowing Nothing,1h 39m,2021,7.2,500
Bhai,2h 27m,1997,5.3,499
Do Anjaane,2h 35m,1976,6.7,498
Hatya,2h 31m,1988,6.9,498
PremGranth,2h 36m,1996,5,497
Tujhe Meri Kasam,2h 35m,2003,6.2,497
Doraemon: Nobita and the Birth of Japan,1h 42m,1989,6.9,495
Club 60,2h 17m,2013,7.5,495
Nanhe Jaisalmer: A Dream Come True,1h 48m,2007,6.3,495
Hum Dono,2h 44m,1961,7.5,493
Aakhir Palaayan Kab Tak..?,1h 48m,2024,7.5,491
Fatso!,1h 38m,2009,5.8,491
Bombairiya,1h 44m,2019,4.6,491
Lovefucked,1h 46m,2018,5.8,490
Bubble Gum,1h 56m,2011,7.3,489
Deewaanapan,2h 33m,2001,4.7,486
3 Storeys,1h 40m,2018,7,486
Aksar 2,2h 7m,2017,3.6,485
Before Life After Death,2h 16m,2022,7.4,485
Love U... Mr. Kalakaar!,2h 32m,2011,5.5,485
Kasme Vaade,2h 27m,1978,6.4,484
Dobaara: See Your Evil,1h 46m,2017,3.8,483
Shorts,1h 35m,2013,6.4,483
Benny and Babloo,2h 3m,2010,6.1,482
Union Leader,1h 46m,2017,7.1,482
Ankush,2h 29m,1986,7.6,481
Tere Ghar Ke Samne,2h 29m,1963,7.6,479
Haatim Tai,2h 5m,1990,5.8,479
Khud-Daar,2h 49m,1982,6.6,478
Karz: The Burden of Truth,2h 53m,2002,3.9,477
Droh Kaal,2h 42m,1994,7.8,476
Chitrakut,2h 42m,2022,6.9,476
Yaraana,2h 5m,1995,4.2,476
All Ladies Do It,1h 37m,2020,6,475
Pyaar Koi Khel Nahin,2h 45m,1999,3.7,474
Baankey Ki Crazy Baraat,2h 18m,2015,5.9,472
Julie,2h 24m,2004,4.1,471
Hum Ho Gaye Aap Ke,2h 48m,2001,4.4,471
Land of the Gods,1h 32m,2016,7.2,469
Hum To Mohabbat Karega,2h 33m,2000,3,469